Abstime(sec),yyyy-mm-ddTHH:MM:SS.sss,x(m),y(m),z(m),xdot(m/s),ydot(m/s),zdot(m/s),phi(deg.),psi(deg.),theta(deg.),phidot(deg./sec),psidot(deg./sec),thetadot(deg./sec),roll(deg.),pitch(deg.),yaw(deg.)
1619278476.993000,2021-04-24T15:34:36.993,-33427.414905,2428.863822,-1846835.462688,-96.487031,-1625.797482,5.676644,8.501358300136,23.032380622812,356.316281534771,0.000152000000,0.000000000000,0.000000000000,-25.995263,-0.188499,-0.093744
1619278477.493000,2021-04-24T15:34:37.493,-33475.648741,1616.055229,-1846832.444839,-96.473820,-1625.798297,6.394775,8.501434489353,23.032380573098,356.316281597004,0.000152000000,0.000000000000,0.000000000000,-25.995260,-0.188502,-0.093749
1619278477.993000,2021-04-24T15:34:37.993,-33523.878126,803.246438,-1846829.067927,-96.460590,-1625.798796,7.112909,8.501510678571,23.032380523383,356.316281659262,0.000152000000,0.000000000000,0.000000000000,-25.995258,-0.188505,-0.093754
1619278478.493000,2021-04-24T15:34:38.493,-33572.103052,-9.562392,-1846825.331948,-96.447341,-1625.798977,7.831046,8.501586867789,23.032380473668,356.316281721544,0.000152000000,0.000000000000,0.000000000000,-25.995256,-0.188508,-0.093758
1619278478.993000,2021-04-24T15:34:38.993,-33620.323508,-822.371104,-1846821.236901,-96.434073,-1625.798842,8.549185,8.501663057007,23.032380423953,356.316281783849,0.000152000000,0.000000000000,0.000000000000,-25.995255,-0.188511,-0.093761
1619278479.493000,2021-04-24T15:34:39.493,-33668.539486,-1635.179538,-1846816.782786,-96.420787,-1625.798391,9.267328,8.501739246225,23.032380374237,356.316281846176,0.000152000000,0.000000000000,0.000000000000,-25.995253,-0.188513,-0.093763
1619278479.993000,2021-04-24T15:34:39.993,-33716.750977,-2447.987537,-1846811.969600,-96.407482,-1625.797623,9.985473,8.501815435444,23.032380324520,356.316281908524,0.000152000000,0.000000000000,0.000000000000,-25.995252,-0.188516,-0.093765
1619278480.493000,2021-04-24T15:34:40.493,-33764.957970,-3260.794942,-1846806.797344,-96.394159,-1625.796538,10.703620,8.501891624663,23.032380274803,356.316281970890,0.000152000000,0.000000000000,0.000000000000,-25.995251,-0.188519,-0.093766
1619278480.993000,2021-04-24T15:34:40.993,-33813.160457,-4073.601595,-1846801.266014,-96.380817,-1625.795137,11.421770,8.501967813883,23.032380225085,356.316282033274,0.000152000000,0.000000000000,0.000000000000,-25.995250,-0.188521,-0.093766
1619278481.493000,2021-04-24T15:34:41.493,-33861.358428,-4886.407339,-1846795.375612,-96.367456,-1625.793420,12.139921,8.502044003102,23.032380175368,356.316282095673,0.000152000000,0.000000000000,0.000000000000,-25.995249,-0.188523,-0.093766
1619278481.993000,2021-04-24T15:34:41.993,-33909.551874,-5699.212015,-1846789.126135,-96.354077,-1625.791386,12.858075,8.502120192322,23.032380125649,356.316282158083,0.000152000000,0.000000000000,0.000000000000,-25.995249,-0.188525,-0.093764
1619278482.493000,2021-04-24T15:34:42.493,-33957.740786,-6512.015466,-1846782.517584,-96.340679,-1625.789036,13.576229,8.502196381542,23.032380075931,356.316282220502,0.000152000000,0.000000000000,0.000000000000,-25.995250,-0.188527,-0.093763
1619278482.993000,2021-04-24T15:34:42.993,-34005.925154,-7324.817533,-1846775.549956,-96.327263,-1625.786370,14.294385,8.502272570762,23.032380026213,356.316282282927,0.000152000000,0.000000000000,0.000000000000,-25.995250,-0.188529,-0.093760
1619278483.493000,2021-04-24T15:34:43.493,-34054.104968,-8137.618059,-1846768.223251,-96.313827,-1625.783387,15.012543,8.502348759982,23.032379976495,356.316282345354,0.000152000000,0.000000000000,0.000000000000,-25.995251,-0.188530,-0.093757
1619278483.993000,2021-04-24T15:34:43.993,-34102.280220,-8950.416885,-1846760.537470,-96.300373,-1625.780088,15.730701,8.502424949202,23.032379926778,356.316282407778,0.000152000000,0.000000000000,0.000000000000,-25.995253,-0.188531,-0.093753
1619278484.493000,2021-04-24T15:34:44.493,-34150.450900,-9763.213855,-1846752.492611,-96.286901,-1625.776473,16.448859,8.502501138422,23.032379877060,356.316282470194,0.000152000000,0.000000000000,0.000000000000,-25.995255,-0.188532,-0.093749
1619278484.993000,2021-04-24T15:34:44.993,-34198.616998,-10576.008811,-1846744.088674,-96.273410,-1625.772542,17.167018,8.502577327642,23.032379827344,356.316282532599,0.000152000000,0.000000000000,0.000000000000,-25.995258,-0.188533,-0.093744
1619278485.493000,2021-04-24T15:34:45.493,-34246.778505,-11388.801595,-1846735.325658,-96.259900,-1625.768295,17.885178,8.502653516862,23.032379777628,356.316282594985,0.000152000000,0.000000000000,0.000000000000,-25.995261,-0.188534,-0.093739
1619278485.993000,2021-04-24T15:34:45.993,-34294.935412,-12201.592050,-1846726.203564,-96.246371,-1625.763732,18.603337,8.502729706082,23.032379727913,356.316282657347,0.000152000000,0.000000000000,0.000000000000,-25.995265,-0.188534,-0.093734
1619278486.493000,2021-04-24T15:34:46.493,-34343.087710,-13014.380018,-1846716.722391,-96.232824,-1625.758853,19.321496,8.502805895302,23.032379678199,356.316282719678,0.000152000000,0.000000000000,0.000000000000,-25.995270,-0.188534,-0.093728
1619278486.993000,2021-04-24T15:34:46.993,-34391.235388,-13827.165343,-1846706.882139,-96.219257,-1625.753658,20.039654,8.502882084521,23.032379628487,356.316282781971,0.000152000000,0.000000000000,0.000000000000,-25.995275,-0.188534,-0.093723
1619278487.493000,2021-04-24T15:34:47.493,-34439.378438,-14639.947867,-1846696.682808,-96.205673,-1625.748147,20.757811,8.502958273740,23.032379578777,356.316282844218,0.000152000000,0.000000000000,0.000000000000,-25.995281,-0.188534,-0.093717
1619278487.993000,2021-04-24T15:34:47.993,-34487.516850,-15452.727433,-1846686.124398,-96.192069,-1625.742321,21.475967,8.503034462958,23.032379529068,356.316282906410,0.000152000000,0.000000000000,0.000000000000,-25.995289,-0.188534,-0.093711
1619278488.493000,2021-04-24T15:34:48.493,-34535.650614,-16265.503884,-1846675.206910,-96.178447,-1625.736178,22.194121,8.503110652176,23.032379479362,356.316282968538,0.000152000000,0.000000000000,0.000000000000,-25.995297,-0.188534,-0.093706
1619278488.993000,2021-04-24T15:34:48.993,-34583.779722,-17078.277064,-1846663.930344,-96.164806,-1625.729720,22.912274,8.503186841394,23.032379429658,356.316283030593,0.000152000000,0.000000000000,0.000000000000,-25.995306,-0.188534,-0.093701
1619278489.493000,2021-04-24T15:34:49.493,-34631.904163,-17891.046816,-1846652.294700,-96.151146,-1625.722947,23.630424,8.503263030610,23.032379379957,356.316283092564,0.000152000000,0.000000000000,0.000000000000,-25.995317,-0.188533,-0.093696
1619278489.993000,2021-04-24T15:34:49.993,-34680.023928,-18703.812983,-1846640.299979,-96.137467,-1625.715857,24.348571,8.503339219826,23.032379330260,356.316283154439,0.000152000000,0.000000000000,0.000000000000,-25.995329,-0.188533,-0.093692
1619278490.493000,2021-04-24T15:34:50.493,-34728.139008,-19516.575408,-1846627.946181,-96.123770,-1625.708452,25.066716,8.503415409040,23.032379280566,356.316283216207,0.000152000000,0.000000000000,0.000000000000,-25.995342,-0.188533,-0.093689
1619278490.993000,2021-04-24T15:34:50.993,-34776.249392,-20329.333937,-1846615.233308,-96.110054,-1625.700732,25.784858,8.503491598254,23.032379230876,356.316283277854,0.000152000000,0.000000000000,0.000000000000,-25.995356,-0.188533,-0.093687
1619278491.493000,2021-04-24T15:34:51.493,-34824.355073,-21142.088412,-1846602.161359,-96.096319,-1625.692696,26.502996,8.503567787466,23.032379181191,356.316283339368,0.000152000000,0.000000000000,0.000000000000,-25.995372,-0.188533,-0.093686
1619278491.993000,2021-04-24T15:34:51.993,-34872.456040,-21954.838677,-1846588.730336,-96.082565,-1625.684345,27.221129,8.503643976677,23.032379131510,356.316283400734,0.000152000000,0.000000000000,0.000000000000,-25.995390,-0.188533,-0.093687
1619278492.493000,2021-04-24T15:34:52.493,-34920.552283,-22767.584576,-1846574.940241,-96.068793,-1625.675678,27.939259,8.503720165886,23.032379081835,356.316283461935,0.000152000000,0.000000000000,0.000000000000,-25.995409,-0.188534,-0.093689
1619278492.993000,2021-04-24T15:34:52.993,-34968.643794,-23580.325955,-1846560.791073,-96.055001,-1625.666696,28.657383,8.503796355094,23.032379032166,356.316283522957,0.000152000000,0.000000000000,0.000000000000,-25.995430,-0.188535,-0.093694
1619278493.493000,2021-04-24T15:34:53.493,-35016.730562,-24393.062656,-1846546.282835,-96.041191,-1625.657398,29.375502,8.503872544300,23.032378982503,356.316283583781,0.000152000000,0.000000000000,0.000000000000,-25.995453,-0.188537,-0.093700
1619278493.993000,2021-04-24T15:34:53.993,-35064.812578,-25205.794526,-1846531.415527,-96.027362,-1625.647785,30.093616,8.503948733504,23.032378932847,356.316283644390,0.000152000000,0.000000000000,0.000000000000,-25.995479,-0.188539,-0.093709
1619278494.493000,2021-04-24T15:34:54.493,-35112.889832,-26018.521408,-1846516.189152,-96.013514,-1625.637857,30.811723,8.504024922705,23.032378883199,356.316283704764,0.000152000000,0.000000000000,0.000000000000,-25.995506,-0.188542,-0.093721
1619278494.993000,2021-04-24T15:34:54.993,-35160.962315,-26831.243147,-1846500.603710,-95.999647,-1625.627614,31.529823,8.504101111904,23.032378833559,356.316283764882,0.000152000000,0.000000000000,0.000000000000,-25.995536,-0.188546,-0.093736
